运动户外>健身训练>美腰机/挺腰器,1318>1463>s8151,运动/瑜伽/健身/球迷用品>踏步机/中小型健身器材>美腰机/挺腰器,50010728>50038418>50038433
服饰内衣>女装>牛仔裤,1315>1343>9715,女装/女士精品>哈伦裤>牛仔哈伦裤,16>50101586>51108003
宠物生活>家居日用>其他,6994>6998>s5586,宠物食品及用品>其他宠物相关>其它宠物用具,50034368>50034381>50034500
宠物生活>家居日用>其他,6994>6998>s5586,宠物/宠物食品及用品>猫/狗日用品>床/垫/沙发,29>50033299>50033622
服饰内衣>男装>加绒裤,1315>1342>12002,运动服/休闲服>男装>抓绒裤(男),50016756>50426024>50440008
数码>摄影摄像>镜头,652>654>834,办公设备/耗材/相关服务>投影机配件>镜头,50007218>50008352>50008355
运动户外>户外鞋服>工装鞋,1318>2628>12139,户外运动用品>户外鞋>工装鞋,2203>50031728>50043797
运动户外>户外鞋服>工装鞋,1318>2628>12139,运动鞋/休闲鞋>户外鞋/登山鞋/工装鞋>工装鞋,50468016>50460023>50472017
运动户外>运动服饰>夹克/风衣,1318>12102>9763,天猫国际>运动服>运动风衣,52792006>55868025>55852037
运动户外>运动服饰>夹克/风衣,1318>12102>9763,运动服>商场同款>运动风衣,50020894>53620009>53608007
运动户外>运动服饰>夹克/风衣,1318>12102>9763,运动服>商场同款>运动茄克/外套,50020894>53620009>53662005
运动户外>运动服饰>夹克/风衣,1318>12102>9763,户外运动用品>风雪/雨衣>运动风衣,2203>50430039>50444031
运动户外>运动服饰>夹克/风衣,1318>12102>9763,运动服>风衣>Decathlon/迪卡侬,50020894>50101385>56244009
运动户外>运动服饰>夹克/风衣,1318>12102>9763,运动服>茄克/外套>Decathlon/迪卡侬,50020894>50031443>56262006
运动户外>运动服饰>夹克/风衣,1318>12102>9763,天猫国际>运动服>女士夹克/外套,52792006>55868025>55828021
运动户外>运动服饰>夹克/风衣,1318>12102>9763,运动服>茄克/外套>男子茄克,50020894>50031443>50270001
运动户外>运动服饰>夹克/风衣,1318>12102>9763,天猫国际>运动服>儿童夹克/外套,52792006>55868025>55874033
运动户外>运动服饰>夹克/风衣,1318>12102>9763,运动服>茄克/外套>女子茄克,50020894>50031443>50262002
运动户外>运动服饰>夹克/风衣,1318>12102>9763,天猫国际>运动服>男士夹克/外套,52792006>55868025>55866028
运动户外>运动服饰>夹克/风衣,1318>12102>9763,运动服/休闲服>保暖上装>运动风衣,50016756>50436022>50438016
运动户外>运动服饰>夹克/风衣,1318>12102>9763,运动服/休闲服>保暖上装>运动茄克,50016756>50436022>50436018
家用电器>厨房小电>料理机,737>752>755,大家电>商用厨电>商用打蛋搅拌机,50035182>50070993>50071008
家用电器>厨房小电>料理机,737>752>755,导航平台>中老年数码家电>榨汁机,50041194>51852008>52510009
鞋靴>时尚女鞋>马丁靴,11729>11731>12060,天猫国际>女鞋>马丁靴,52792006>55816013>55806019
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具>茶具>茶壶,50036640>50026011>50026205
厨具>茶具/咖啡具>茶壶,6196>11143>11150,餐饮具>茶具>茶壶,55086007>55136006>55824005
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶壶导航条>铸铁茶壶,50632007>50680001>50714003
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶具导航条>紫砂茶壶,50632007>50714004>50716002
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶具导航条>陶瓷套装,50632007>50714004>50718002
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶具导航条>玻璃套装,50632007>50714004>50724004
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶壶导航条>德化玉瓷,50632007>50680001>50670002
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶壶导航条>全手工紫砂,50632007>50680001>50664005
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶壶导航条>龙泉青瓷,50632007>50680001>50660005
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶壶导航条>景德镇青花,50632007>50680001>50662003
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶壶导航条>半手工紫砂,50632007>50680001>50660006
厨具>茶具/咖啡具>茶壶,6196>11143>11150,厨房/餐饮用具导航条>茶壶导航条>汝窑青瓷,50632007>50680001>50674002
服饰内衣>男装>夹克,1315>1342>9730,天猫国际>男装>夹克,52792006>55872020>55822020
服饰内衣>男装>夹克,1315>1342>9730,精品男装>设计潮牌馆>夹克,50025174>50071477>50071557
服饰内衣>男装>夹克,1315>1342>9730,精品男装>商务馆>夹克,50025174>53306006>53402001
服饰内衣>男装>夹克,1315>1342>9730,精品男装>国际馆>夹克,50025174>53412001>53426001
服饰内衣>男装>夹克,1315>1342>9730,精品男装>商场同款>夹克,50025174>53446004>53416002
服饰内衣>男装>夹克,1315>1342>9730,精品男装>青春馆>夹克,50025174>53414001>53432002
服饰内衣>男装>夹克,1315>1342>9730,精品男装>大码>夹克,50025174>50076793>50234003
服饰内衣>男装>夹克,1315>1342>9730,精品男装>新品推荐>夹克,50025174>53636001>53642001
服饰内衣>男装>夹克,1315>1342>9730,精品男装>时尚馆>夹克,50025174>53384001>53390003
服饰内衣>男装>夹克,1315>1342>9730,运动服/休闲服>男装>夹克(男),50016756>50426024>50444001
服饰内衣>男装>夹克,1315>1342>9730,童装/亲子装>外套/夹克>夹克,50023647>50298001>50095358
服饰内衣>男装>夹克,1315>1342>9730,导航平台>男士服饰>夹克,50041194>52478004>52542003
服饰内衣>男装>夹克,1315>1342>9730,童装/亲子装>婴幼外套/夹克>夹克,50023647>54680001>54696001
服饰内衣>男装>夹克,1315>1342>9730,导航平台>中老年男士服饰>夹克,50041194>52064001>52526011
服饰内衣>男装>夹克,1315>1342>9730,精品男装>皮衣>皮夹克,50025174>50026333>56554003
医药保健>营养成分>大豆异黄酮,9192>9194>12175,保健滋补医药器械>营养健康>大豆异黄酮,50106154>57334300>57364003
医药保健>营养成分>大豆异黄酮,9192>9194>12175,天猫国际>植物精华/提取物>大豆异黄酮,52792006>55854010>55850016
家居家纺>收纳用品>收纳柜,1620>13780>13782,全屋定制>定制柜类>定制杂物柜,55752011>55814005>55860006
母婴>童车童床>自行车,1319>1528>1566,玩具/童车/益智/积木/模型>童车/滑板车/轮滑>自行车,50005998>211111>50006076
母婴>童车童床>自行车,1319>1528>1566,自行车/骑行装备/零配件>自行车/单车（整车）>儿童自行车,54418001>54540003>50041208
母婴>童车童床>自行车,1319>1528>1566,自行车/骑行装备/零配件>自行车/单车（整车）>双人/三人自行车,54418001>54540003>50042285
礼品箱包>功能箱包>书包,1672>2577>5265,玩具/童车/益智/积木/模型>儿童书包/箱包>书包,50005998>1644>50023701
礼品箱包>功能箱包>书包,1672>2577>5265,品牌箱包>双肩背包>书包,51052003>55730007>56582002
礼品箱包>潮流女包>贝壳包,1672>2575>56,品牌箱包>时尚女包>贝壳包,51052003>53690009>53674020
宠物生活>宠物主粮>鱼粮/小宠,6994>6995>9173,宠物/宠物食品及用品>仓鼠类及其它小宠>宠物狐狸,29>50033307>50071357
美妆个护>香水彩妆>套装,1316>1387>1426,天猫国际>彩妆>彩妆套装,52792006>55920002>55950004
美妆个护>香水彩妆>套装,1316>1387>1426,化妆品导购条>彩妆套装导购条>大众,50708001>51230024>51228055
美妆个护>香水彩妆>套装,1316>1387>1426,化妆品导购条>彩妆套装导购条>国货,50708001>51230024>51230037
美妆个护>香水彩妆>美妆工具,1316>1387>1429,天猫国际>彩妆>美甲工具,52792006>55920002>55940003
美妆个护>香水彩妆>美妆工具,1316>1387>1429,个人护理清洁>配件专区>护理/美发/美容配件,50019142>50019196>50019206
美妆个护>香水彩妆>美妆工具,1316>1387>1429,天猫国际>彩妆>其他美容工具,52792006>55920002>55978002
美妆个护>香水彩妆>美妆工具,1316>1387>1429,天猫超市>居家日用/收纳/洗晒工具>化妆/美容工具,50514008>50512009>50510016
服饰内衣>女装>夹克,1315>1343>s2114,运动服/休闲服>女装>夹克(女),50016756>50404023>50434003
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>改善皮肤水份,50072043>55168012>55158014
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>辅助降血脂,50072043>55168012>55176014
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充维生素E,50072043>55168012>55632027
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>祛痤疮,50072043>55168012>55154008
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>缓解视疲劳,50072043>55168012>55202010
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>辅助降血压,50072043>55168012>55184008
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充维生素A,50072043>55168012>55632017
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>增强免疫力,50072043>55168012>55132015
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充多种维生素及矿物质,50072043>55168012>55632021
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>辅助改善记忆,50072043>55168012>55130016
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充锌,50072043>55168012>55632031
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充硒,50072043>55168012>55632030
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充钙,50072043>55168012>55632026
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>通便,50072043>55168012>55182010
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>对化学性肝损伤有辅助保护,50072043>55168012>55202009
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>提高缺氧耐受力,50072043>55168012>55200009
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>调节肠道菌群,50072043>55168012>55174013
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>清咽,50072043>55168012>55156006
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>缓解体力疲劳,50072043>55168012>55134011
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>对胃粘膜有辅助保护,50072043>55168012>55178012
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充叶酸,50072043>55168012>55632028
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>辅助降血糖,50072043>55168012>55182009
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>改善营养性贫血,50072043>55168012>55186020
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充维生素C,50072043>55168012>55632024
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充维生素D,50072043>55168012>55632018
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充β-胡萝卜素,50072043>55168012>55632025
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>增加骨密度,50072043>55168012>55128015
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>膳食营养补充食品>保健饮品,50072043>57078001>57078016
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>减肥,50072043>55168012>55180015
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>祛黄褐斑,50072043>55168012>55170014
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充镁,50072043>55168012>55632029
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充铁,50072043>55168012>55632019
医药保健>保健食品,9192>s3185,保健食品/膳食营养补充食品>保健食品>补充维生素B族,50072043>55168012>55632023
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>婚庆公仔,21>50105473>50105478
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>婚庆胸花,21>50105473>50103372
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>婚庆绢花,21>50105473>50105484
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>婚庆拱门,21>50105473>50105483
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>婚庆印章,21>50105473>50105480
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,鲜花速递/园艺花艺>婚庆用花>婚庆花篮,50024897>50024909>50024997
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,节庆用品/礼品>婚礼用品/会场布景道具>婚庆印章,55070011>55846006>55880004
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,节庆用品/礼品>婚礼用品/会场布景道具>婚庆绢花,55070011>55846006>55866004
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,节庆用品/礼品>婚礼用品/会场布景道具>婚庆公仔,55070011>55846006>55846008
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>其它婚庆用品,21>50105473>50003854
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>其它婚庆用品,50036568>51194006>50071884
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>婚庆展台/门亭,21>50105473>50105482
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,节庆用品/礼品>婚礼用品/会场布景道具>婚庆展台/婚庆门亭,55070011>55846006>55822006
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,节庆用品/礼品>婚礼用品/会场布景道具>充气用品,55070011>55846006>55832007
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>婚庆布景/道具,50036568>51194006>50027306
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>气球,21>50105473>50105486
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>孔明灯/许愿灯/荷花灯,50036568>51194006>50071879
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>子孙桶,21>50105473>50105479
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>哨子,50036568>51194006>51176007
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>中国结,50036568>51194006>50071912
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>礼金簿/签名册,21>50105473>50010022
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>烛台,21>50105473>50105495
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>荧光棒,50036568>51194006>51166014
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>福字,50036568>51194006>50026299
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>对联,50036568>51194006>50071885
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用>婚庆用品>蜡烛,21>50105473>50105494
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>新娘配件,50036568>51194006>50027308
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>礼金簿/签名册,50036568>51194006>50071878
礼品箱包>婚庆>婚庆礼品/用品,1672>12059>7070,居家日用/节日用品>婚庆节日用品>喷彩/喷雪,50036568>51194006>50071909
